gtdb_id	cdhA	cdhB	cdhC	mcrA	mcrB	mcrC	mcrD	mcrG	mtrA	mtrB	mtrC	mtrD	mtrE	mtrF	mtrG	mtrH
GB_GCA_002498315.1	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	1
GB_GCA_002498365.1	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0
GB_GCA_002498375.1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	1
GB_GCA_002498385.1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1
GB_GCA_002498605.1	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0
GB_GCA_002499005.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002499445.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GB_GCA_002499455.1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0
GB_GCA_002499525.1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
GB_GCA_002499905.1	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	1
GB_GCA_002499945.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002500485.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002500605.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002500745.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002500765.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002501045.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002501065.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002501135.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002501205.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002501485.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002501655.1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	1
GB_GCA_002501695.1	1	1	1	0	0	0	0	0	1	1	1	1	1	1	1	1
GB_GCA_002501765.1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1
GB_GCA_002501845.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002501855.1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
GB_GCA_002501965.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002502245.1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1
GB_GCA_002502685.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002502735.1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1
GB_GCA_002502785.1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
GB_GCA_002502855.1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1
GB_GCA_002502965.1	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0
GB_GCA_002503105.1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
GB_GCA_002503135.1	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	1
GB_GCA_002503545.1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0
GB_GCA_002503595.1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1
GB_GCA_002503825.1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1
GB_GCA_002503845.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002503885.1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	1
GB_GCA_002503985.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002504405.1	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0
GB_GCA_002504495.1	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0
GB_GCA_002504525.1	0	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0
GB_GCA_002504725.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GB_GCA_002505185.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002505345.1	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0
GB_GCA_002505485.1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1
GB_GCA_002505765.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GB_GCA_002505805.1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GB_GCA_002506015.1	1	0	1	0	1	0	1	0	1	1	1	1	0	1	1	1
GB_GCA_002506085.1	0	0	0	0	1	1	1	0	1	1	1	1	1	1	0	1
GB_GCA_002506105.1	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	1
GB_GCA_002506175.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002506255.1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
GB_GCA_002506335.1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	0	1
GB_GCA_002506425.1	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0
GB_GCA_002506515.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002506535.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GB_GCA_002506585.1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	1
GB_GCA_002506605.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002506645.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002506665.1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
GB_GCA_002506745.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002506825.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002506905.1	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0
GB_GCA_002507205.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GB_GCA_002507245.1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1
GB_GCA_002507545.1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002507565.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002508315.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002508425.1	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0
GB_GCA_002508495.1	1	0	1	1	1	1	1	1	0	1	1	1	1	0	0	1
GB_GCA_002508545.1	0	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0
GB_GCA_002508635.1	0	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0
GB_GCA_002508705.1	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	1
GB_GCA_002509325.1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1
GB_GCA_002509405.1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0
GB_GCA_002509485.1	0	0	1	0	0	0	0	0	1	0	0	1	1	0	0	1
GB_GCA_002509495.1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
GB_GCA_002509665.1	1	1	0	1	1	0	1	1	0	0	0	0	0	0	0	0
GB_GCA_002509745.1	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0
GB_GCA_002529455.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002551355.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002563855.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002591625.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002591745.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002631715.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002631855.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002632185.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002632325.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002632355.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002633085.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002633315.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002634385.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GB_GCA_002634395.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002682935.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002682945.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002682975.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002683135.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002683195.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002683335.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002683345.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002683355.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002683395.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002683405.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002683535.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002683575.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002683585.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002683655.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002683685.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002683735.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002683785.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002683825.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002684175.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002684355.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002684375.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002684405.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002684495.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002684575.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002684695.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002684875.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002684915.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002684935.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002685075.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002685115.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002685195.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002685255.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002685275.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002685415.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002685455.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002685535.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002685655.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002685715.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002685755.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002685815.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002685935.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002685955.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002685965.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002686055.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002686065.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002686115.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002686135.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002686255.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002686655.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002686685.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002686755.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002686955.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002686995.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002687015.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002687025.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002687115.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002687355.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002687495.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002687515.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002687715.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002687735.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002687745.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002687905.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002688105.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002688155.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002688175.1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
GB_GCA_002688435.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002689325.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002689335.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002689445.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002689455.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002689465.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002689605.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002689655.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002689735.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002689915.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002690045.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002690085.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002690215.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002690285.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002690325.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002690375.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002690405.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002690455.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002690625.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002690705.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002690755.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002690805.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002690865.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002690875.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002690915.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002690925.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002690995.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002691025.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002691145.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002691205.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002691305.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002691345.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002691385.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002691465.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002691565.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002691605.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002691645.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002691685.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002691725.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002691795.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002691825.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002691885.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002692065.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002692165.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002692205.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002692475.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002692725.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002692855.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002692965.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002693085.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002693325.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002693605.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002693745.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002693775.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002694065.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002694075.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002694095.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002694155.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002694385.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002694465.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002694595.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002694685.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002694745.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002694825.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002694855.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002694895.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002694945.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002694985.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002695005.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002695025.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002695035.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002695065.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002695115.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002695185.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002695905.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002696025.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002696035.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002696205.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002696275.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002696485.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002696645.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002696735.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002696965.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002696995.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002697005.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002697205.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002697225.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002697255.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002697345.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002697405.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002697475.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002697505.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002697625.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002697745.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002697825.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002698045.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002698165.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002698265.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002698365.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002698425.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002698575.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002698665.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002698705.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002698745.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002698845.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002698885.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002698945.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002698965.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002698985.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002698995.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002699025.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002699125.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002699145.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002699185.1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
GB_GCA_002699205.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002699325.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002699445.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002699485.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002699555.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002699585.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002699615.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002699625.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002699695.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002699725.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002700095.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002700145.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002700285.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002700305.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002700365.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002700405.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002700465.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002700485.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002700775.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002700865.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002701295.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002701365.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002701375.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002701385.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002701395.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002701455.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002701545.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002701555.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002701625.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002701705.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002701745.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002701765.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002701845.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB_GCA_002701885.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
